datasetSize;arrayType;sortType;operations
200;Random(0-4000);shellShellSort;24294
200;AlmostSorted;shellShellSort;15654
200;ReversedSorted;shellShellSort;19494
250;Random(0-5);shellShellSort;20484
250;Random(0-4000);shellShellSort;30756
250;AlmostSorted;shellShellSort;20556
250;ReversedSorted;shellShellSort;26184
300;Random(0-5);shellShellSort;27811
300;Random(0-4000);shellShellSort;40483
300;AlmostSorted;shellShellSort;26887
300;ReversedSorted;shellShellSort;33067
400;Random(0-5);shellShellSort;37657
400;Random(0-4000);shellShellSort;60337
400;AlmostSorted;shellShellSort;38761
400;ReversedSorted;shellShellSort;45337
500;Random(0-5);shellShellSort;46907
500;Random(0-4000);shellShellSort;73643
500;AlmostSorted;shellShellSort;50459
500;ReversedSorted;shellShellSort;60287
600;Random(0-5);shellShellSort;62134
600;Random(0-4000);shellShellSort;91618
600;AlmostSorted;shellShellSort;64834
600;ReversedSorted;shellShellSort;75670
700;Random(0-5);shellShellSort;71954
700;Random(0-4000);shellShellSort;112382
700;AlmostSorted;shellShellSort;77258
700;ReversedSorted;shellShellSort;91130
800;Random(0-5);shellShellSort;91036
800;Random(0-4000);shellShellSort;147736
800;AlmostSorted;shellShellSort;90376
800;ReversedSorted;shellShellSort;103420
900;Random(0-5);shellShellSort;99298
900;Random(0-4000);shellShellSort;171082
900;AlmostSorted;shellShellSort;104098
900;ReversedSorted;shellShellSort;122230
1000;Random(0-5);shellShellSort;105986
1000;Random(0-4000);shellShellSort;173270
1000;AlmostSorted;shellShellSort;117422
1000;ReversedSorted;shellShellSort;136490
1100;Random(0-5);shellShellSort;123037
1100;Random(0-4000);shellShellSort;199969
1100;AlmostSorted;shellShellSort;130873
1100;ReversedSorted;shellShellSort;153889
1200;Random(0-5);shellShellSort;140869
1200;Random(0-4000);shellShellSort;221209
1200;AlmostSorted;shellShellSort;142849
1200;ReversedSorted;shellShellSort;170473
1300;Random(0-5);shellShellSort;150469
1300;Random(0-4000);shellShellSort;256117
1300;AlmostSorted;shellShellSort;156661
1300;ReversedSorted;shellShellSort;191233
1400;Random(0-5);shellShellSort;161601
1400;Random(0-4000);shellShellSort;256521
1400;AlmostSorted;shellShellSort;166689
1400;ReversedSorted;shellShellSort;204573
1500;Random(0-5);shellShellSort;170323
1500;Random(0-4000);shellShellSort;292375
1500;AlmostSorted;shellShellSort;182239
1500;ReversedSorted;shellShellSort;220255
1600;Random(0-5);shellShellSort;202359
1600;Random(0-4000);shellShellSort;347919
1600;AlmostSorted;shellShellSort;199695
1600;ReversedSorted;shellShellSort;232383
1700;Random(0-5);shellShellSort;200015
1700;Random(0-4000);shellShellSort;332219
1700;AlmostSorted;shellShellSort;211235
1700;ReversedSorted;shellShellSort;248363
1800;Random(0-5);shellShellSort;214585
1800;Random(0-4000);shellShellSort;411085
1800;AlmostSorted;shellShellSort;220753
1800;ReversedSorted;shellShellSort;273193
1900;Random(0-5);shellShellSort;214795
1900;Random(0-4000);shellShellSort;359419
1900;AlmostSorted;shellShellSort;234451
1900;ReversedSorted;shellShellSort;282943
2000;Random(0-5);shellShellSort;239013
2000;Random(0-4000);shellShellSort;406305
2000;AlmostSorted;shellShellSort;255285
2000;ReversedSorted;shellShellSort;304893
2100;Random(0-5);shellShellSort;263356
2100;Random(0-4000);shellShellSort;481864
2100;AlmostSorted;shellShellSort;289096
2100;ReversedSorted;shellShellSort;323596
2200;Random(0-5);shellShellSort;274388
2200;Random(0-4000);shellShellSort;456116
2200;AlmostSorted;shellShellSort;291296
2200;ReversedSorted;shellShellSort;342908
2300;Random(0-5);shellShellSort;282330
2300;Random(0-4000);shellShellSort;474894
2300;AlmostSorted;shellShellSort;294390
2300;ReversedSorted;shellShellSort;376506
2400;Random(0-5);shellShellSort;315472
2400;Random(0-4000);shellShellSort;516184
2400;AlmostSorted;shellShellSort;317704
2400;ReversedSorted;shellShellSort;379276
2500;Random(0-5);shellShellSort;316962
2500;Random(0-4000);shellShellSort;553098
2500;AlmostSorted;shellShellSort;328590
2500;ReversedSorted;shellShellSort;407766
2600;Random(0-5);shellShellSort;328176
2600;Random(0-4000);shellShellSort;592860
2600;AlmostSorted;shellShellSort;352656
2600;ReversedSorted;shellShellSort;423996
2700;Random(0-5);shellShellSort;341870
2700;Random(0-4000);shellShellSort;598706
2700;AlmostSorted;shellShellSort;361958
2700;ReversedSorted;shellShellSort;438566
2800;Random(0-5);shellShellSort;366700
2800;Random(0-4000);shellShellSort;644836
2800;AlmostSorted;shellShellSort;372544
2800;ReversedSorted;shellShellSort;453856
2900;Random(0-5);shellShellSort;365636
2900;Random(0-4000);shellShellSort;637640
2900;AlmostSorted;shellShellSort;385592
2900;ReversedSorted;shellShellSort;467936
3000;Random(0-5);shellShellSort;373534
3000;Random(0-4000);shellShellSort;653122
3000;AlmostSorted;shellShellSort;403870
3000;ReversedSorted;shellShellSort;488410
3100;Random(0-5);shellShellSort;387186
3100;Random(0-4000);shellShellSort;824634
3100;AlmostSorted;shellShellSort;446970
3100;ReversedSorted;shellShellSort;495846
3200;Random(0-5);shellShellSort;451874
3200;Random(0-4000);shellShellSort;859310
3200;AlmostSorted;shellShellSort;447902
3200;ReversedSorted;shellShellSort;515906
3300;Random(0-5);shellShellSort;412896
3300;Random(0-4000);shellShellSort;749988
3300;AlmostSorted;shellShellSort;450168
3300;ReversedSorted;shellShellSort;561312
3400;Random(0-5);shellShellSort;434790
3400;Random(0-4000);shellShellSort;766434
3400;AlmostSorted;shellShellSort;457206
3400;ReversedSorted;shellShellSort;551046
3500;Random(0-5);shellShellSort;440730
3500;Random(0-4000);shellShellSort;820998
3500;AlmostSorted;shellShellSort;472758
3500;ReversedSorted;shellShellSort;565626
3600;Random(0-5);shellShellSort;470644
3600;Random(0-4000);shellShellSort;980092
3600;AlmostSorted;shellShellSort;480916
3600;ReversedSorted;shellShellSort;603916
3700;Random(0-5);shellShellSort;469178
3700;Random(0-4000);shellShellSort;848390
3700;AlmostSorted;shellShellSort;497162
3700;ReversedSorted;shellShellSort;611114
3800;Random(0-5);shellShellSort;476058
3800;Random(0-4000);shellShellSort;861114
3800;AlmostSorted;shellShellSort;512550
3800;ReversedSorted;shellShellSort;626586
3900;Random(0-5);shellShellSort;486848
3900;Random(0-4000);shellShellSort;899912
3900;AlmostSorted;shellShellSort;518276
3900;ReversedSorted;shellShellSort;659396
4000;Random(0-5);shellShellSort;532000
4000;Random(0-4000);shellShellSort;961768
4000;AlmostSorted;shellShellSort;548752
4000;ReversedSorted;shellShellSort;673696
4100;Random(0-5);shellShellSort;603747
4100;Random(0-4000);shellShellSort;1606443
4100;AlmostSorted;shellShellSort;673491
4100;ReversedSorted;shellShellSort;697059
50;Random(0-5);shellCiuraSort;2394
50;Random(0-4000);shellCiuraSort;3174
50;AlmostSorted;shellCiuraSort;2118
50;ReversedSorted;shellCiuraSort;3018
100;Random(0-5);shellCiuraSort;6096
100;Random(0-4000);shellCiuraSort;8892
100;AlmostSorted;shellCiuraSort;5652
100;ReversedSorted;shellCiuraSort;7116
150;Random(0-5);shellCiuraSort;9436
150;Random(0-4000);shellCiuraSort;13636
150;AlmostSorted;shellCiuraSort;9520
150;ReversedSorted;shellCiuraSort;11608
200;Random(0-5);shellCiuraSort;13156
200;Random(0-4000);shellCiuraSort;20380
200;AlmostSorted;shellCiuraSort;13636
200;ReversedSorted;shellCiuraSort;15748
250;Random(0-5);shellCiuraSort;17320
250;Random(0-4000);shellCiuraSort;26776
250;AlmostSorted;shellCiuraSort;17980
250;ReversedSorted;shellCiuraSort;21592
300;Random(0-5);shellCiuraSort;21712
300;Random(0-4000);shellCiuraSort;34612
300;AlmostSorted;shellCiuraSort;22336
300;ReversedSorted;shellCiuraSort;25660
400;Random(0-5);shellCiuraSort;30622
400;Random(0-4000);shellCiuraSort;49006
400;AlmostSorted;shellCiuraSort;33250
400;ReversedSorted;shellCiuraSort;35410
500;Random(0-5);shellCiuraSort;39914
500;Random(0-4000);shellCiuraSort;64442
500;AlmostSorted;shellCiuraSort;44750
500;ReversedSorted;shellCiuraSort;48626
600;Random(0-5);shellCiuraSort;49590
600;Random(0-4000);shellCiuraSort;81834
600;AlmostSorted;shellCiuraSort;54678
600;ReversedSorted;shellCiuraSort;60618
700;Random(0-5);shellCiuraSort;58522
700;Random(0-4000);shellCiuraSort;95482
700;AlmostSorted;shellCiuraSort;64786
700;ReversedSorted;shellCiuraSort;71386
800;Random(0-5);shellCiuraSort;67844
800;Random(0-4000);shellCiuraSort;110492
800;AlmostSorted;shellCiuraSort;79268
800;ReversedSorted;shellCiuraSort;81800
900;Random(0-5);shellCiuraSort;78676
900;Random(0-4000);shellCiuraSort;130072
900;AlmostSorted;shellCiuraSort;91156
900;ReversedSorted;shellCiuraSort;93760
1000;Random(0-5);shellCiuraSort;88200
1000;Random(0-4000);shellCiuraSort;146556
1000;AlmostSorted;shellCiuraSort;101820
1000;ReversedSorted;shellCiuraSort;104808
1100;Random(0-5);shellCiuraSort;98792
1100;Random(0-4000);shellCiuraSort;166376
1100;AlmostSorted;shellCiuraSort;111056
1100;ReversedSorted;shellCiuraSort;117728
1200;Random(0-5);shellCiuraSort;109588
1200;Random(0-4000);shellCiuraSort;186316
1200;AlmostSorted;shellCiuraSort;121288
1200;ReversedSorted;shellCiuraSort;129424
1300;Random(0-5);shellCiuraSort;119880
1300;Random(0-4000);shellCiuraSort;202920
1300;AlmostSorted;shellCiuraSort;131820
1300;ReversedSorted;shellCiuraSort;153624
1400;Random(0-5);shellCiuraSort;130904
1400;Random(0-4000);shellCiuraSort;219800
1400;AlmostSorted;shellCiuraSort;143636
1400;ReversedSorted;shellCiuraSort;159272
1500;Random(0-5);shellCiuraSort;139996
1500;Random(0-4000);shellCiuraSort;237844
1500;AlmostSorted;shellCiuraSort;155008
1500;ReversedSorted;shellCiuraSort;175168
1600;Random(0-5);shellCiuraSort;148704
1600;Random(0-4000);shellCiuraSort;253620
1600;AlmostSorted;shellCiuraSort;167760
1600;ReversedSorted;shellCiuraSort;179280
1700;Random(0-5);shellCiuraSort;159932
1700;Random(0-4000);shellCiuraSort;273668
1700;AlmostSorted;shellCiuraSort;178112
1700;ReversedSorted;shellCiuraSort;202088
1800;Random(0-5);shellCiuraSort;170400
1800;Random(0-4000);shellCiuraSort;292536
1800;AlmostSorted;shellCiuraSort;190140
1800;ReversedSorted;shellCiuraSort;213948
1900;Random(0-5);shellCiuraSort;180516
1900;Random(0-4000);shellCiuraSort;308544
1900;AlmostSorted;shellCiuraSort;205152
1900;ReversedSorted;shellCiuraSort;216300
2000;Random(0-5);shellCiuraSort;190860
2000;Random(0-4000);shellCiuraSort;327564
2000;AlmostSorted;shellCiuraSort;219876
2000;ReversedSorted;shellCiuraSort;238356
2100;Random(0-5);shellCiuraSort;202248
2100;Random(0-4000);shellCiuraSort;348732
2100;AlmostSorted;shellCiuraSort;230208
2100;ReversedSorted;shellCiuraSort;249012
2200;Random(0-5);shellCiuraSort;213912
2200;Random(0-4000);shellCiuraSort;365532
2200;AlmostSorted;shellCiuraSort;241680
2200;ReversedSorted;shellCiuraSort;266028
2300;Random(0-5);shellCiuraSort;225036
2300;Random(0-4000);shellCiuraSort;389532
2300;AlmostSorted;shellCiuraSort;253632
2300;ReversedSorted;shellCiuraSort;274620
2400;Random(0-5);shellCiuraSort;236988
2400;Random(0-4000);shellCiuraSort;411084
2400;AlmostSorted;shellCiuraSort;266472
2400;ReversedSorted;shellCiuraSort;290820
2500;Random(0-5);shellCiuraSort;247740
2500;Random(0-4000);shellCiuraSort;427200
2500;AlmostSorted;shellCiuraSort;279876
2500;ReversedSorted;shellCiuraSort;300180
2600;Random(0-5);shellCiuraSort;259296
2600;Random(0-4000);shellCiuraSort;450372
2600;AlmostSorted;shellCiuraSort;294192
2600;ReversedSorted;shellCiuraSort;312996
2700;Random(0-5);shellCiuraSort;271140
2700;Random(0-4000);shellCiuraSort;475200
2700;AlmostSorted;shellCiuraSort;308316
2700;ReversedSorted;shellCiuraSort;328692
2800;Random(0-5);shellCiuraSort;283032
2800;Random(0-4000);shellCiuraSort;495504
2800;AlmostSorted;shellCiuraSort;321012
2800;ReversedSorted;shellCiuraSort;345876
2900;Random(0-5);shellCiuraSort;293964
2900;Random(0-4000);shellCiuraSort;512268
2900;AlmostSorted;shellCiuraSort;332916
2900;ReversedSorted;shellCiuraSort;359940
3000;Random(0-5);shellCiuraSort;304596
3000;Random(0-4000);shellCiuraSort;529644
3000;AlmostSorted;shellCiuraSort;344160
3000;ReversedSorted;shellCiuraSort;384876
3100;Random(0-5);shellCiuraSort;317076
3100;Random(0-4000);shellCiuraSort;551808
3100;AlmostSorted;shellCiuraSort;354456
3100;ReversedSorted;shellCiuraSort;411324
3200;Random(0-5);shellCiuraSort;328416
3200;Random(0-4000);shellCiuraSort;571380
3200;AlmostSorted;shellCiuraSort;366192
3200;ReversedSorted;shellCiuraSort;420396
3300;Random(0-5);shellCiuraSort;339636
3300;Random(0-4000);shellCiuraSort;590412
3300;AlmostSorted;shellCiuraSort;378252
3300;ReversedSorted;shellCiuraSort;437532
3400;Random(0-5);shellCiuraSort;351912
3400;Random(0-4000);shellCiuraSort;618612
3400;AlmostSorted;shellCiuraSort;390396
3400;ReversedSorted;shellCiuraSort;443244
3500;Random(0-5);shellCiuraSort;364752
3500;Random(0-4000);shellCiuraSort;638004
3500;AlmostSorted;shellCiuraSort;403296
3500;ReversedSorted;shellCiuraSort;468924
3600;Random(0-5);shellCiuraSort;376116
3600;Random(0-4000);shellCiuraSort;656892
3600;AlmostSorted;shellCiuraSort;417444
3600;ReversedSorted;shellCiuraSort;470940
3700;Random(0-5);shellCiuraSort;386064
3700;Random(0-4000);shellCiuraSort;676200
3700;AlmostSorted;shellCiuraSort;432828
3700;ReversedSorted;shellCiuraSort;492732
3800;Random(0-5);shellCiuraSort;397980
3800;Random(0-4000);shellCiuraSort;702612
3800;AlmostSorted;shellCiuraSort;446472
3800;ReversedSorted;shellCiuraSort;505020
3900;Random(0-5);shellCiuraSort;409332
3900;Random(0-4000);shellCiuraSort;724332
3900;AlmostSorted;shellCiuraSort;459708
3900;ReversedSorted;shellCiuraSort;523068
4000;Random(0-5);shellCiuraSort;420396
4000;Random(0-4000);shellCiuraSort;739008
4000;AlmostSorted;shellCiuraSort;472908
4000;ReversedSorted;shellCiuraSort;530652
4100;Random(0-5);shellCiuraSort;432660
4100;Random(0-4000);shellCiuraSort;765228
4100;AlmostSorted;shellCiuraSort;565260
4100;ReversedSorted;shellCiuraSort;537300
